MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.01172	s	10/19/2023 3:07:35 PM
Time	Ch 1 LVDT	Ch 1 Force
s	mm	N
50.711914	4.2213392	998.7403
50.811523	4.2298436	998.68463
50.911133	4.2382569	998.79974
51.010742	4.2474031	999.08832
51.110352	4.2542534	999.14331
51.209961	4.2624769	998.78357
51.30957	4.2715716	998.88788
51.40918	4.279357	999.1109
51.508789	4.2883444	999.17877
51.608398	4.2960405	999.17975
51.708008	4.3042049	999.13928
51.807617	4.3124056	999.18359
51.907227	4.3209243	999.14343
52.006836	4.3279123	999.29315
52.106445	4.3365455	999.30865
52.206055	4.3465858	999.47858
52.305664	4.3539515	999.21924
52.405273	4.3626504	999.20135
52.504883	4.3719649	999.58319
52.604492	4.3791013	999.48352
52.704102	4.3883033	999.50476
52.803711	4.3970451	999.80725
52.90332	4.4030662	999.38586
53.00293	4.4122124	999.40179
53.102539	4.4209867	999.51263
53.202148	4.4292459	999.56476
53.301758	4.4372282	999.39612
53.401367	4.4471936	999.73846
53.500977	4.4549952	1000.1291
53.600586	4.4605169	1000.0678
53.700195	4.4699712	999.95062
53.799805	4.4781284	1000.2247
53.899414	4.4865131	999.55237
53.999023	4.494771	999.82037
54.098633	4.5033112	999.89734
54.198242	4.5130386	999.93542
54.297852	4.5204825	1000.1929
54.397461	4.5272164	1000.3171
54.49707	4.5370264	999.96265
54.59668	4.5445614	999.69043
54.696289	4.553411	1000.1254
54.795898	4.5613842	1000.3936
54.895508	4.5703735	1000.2236
54.995117	4.578599	1000.3389
55.094727	4.5866508	1000.2162
55.194336	4.5969253	999.97461
55.293945	4.603858	1000.4503
55.393555	4.6134262	1000.5773
55.493164	4.6211939	1000.1505
55.592773	4.6285291	999.94574
55.692383	4.6363125	1000.3094
55.791992	4.6453142	1000.5073
55.891602	4.6533823	1000.7028
55.991211	4.6607156	1000.4482
56.09082	4.6685367	1000.2548
56.19043	4.6776276	1000.1732
56.290039	4.6841545	1000.5356
56.389648	4.6919384	1000.4132
56.489258	4.7003317	1000.4381
56.588867	4.7082067	1000.7057
56.688477	4.717936	1000.5966
56.788086	4.725718	1000.585
56.887695	4.7341542	1000.7584
56.987305	4.7421885	1000.3594
57.086914	4.7504444	1000.5297
57.186523	4.7575216	1000.9547
57.286133	4.7656436	1000.7881
57.385742	4.7741442	1000.7199
57.485352	4.7846389	1000.9141
57.584961	4.7920113	1001.2344
57.68457	4.7998705	1000.7408
57.78418	4.8084407	1000.872
57.883789	4.816432	1001.1332
57.983398	4.8248701	1001.1084
58.083008	4.8331313	1000.9024
58.182617	4.8412409	1001.0709
58.282227	4.8504963	1001.4141
58.381836	4.8589001	1001.1584
58.481445	4.8662462	1001.2895
58.581055	4.8755016	1000.8855
58.680664	4.8839326	1001.2014
58.780273	4.8912244	1000.9634
58.879883	4.8997593	1000.8654
58.979492	4.9085302	1001.7401
59.079102	4.9169149	1001.438
59.178711	4.924087	1001.6271
59.27832	4.9331942	1001.2056
59.37793	4.9417343	1001.5081
59.477539	4.9490709	1001.2941
59.577148	4.9571638	1001.3698
59.676758	4.966609	1001.3199
59.776367	4.9758697	1001.5532
59.875977	4.9826627	1002.1461
59.975586	4.9912066	1001.412
60.075195	5.0002689	1001.263
60.174805	5.0081654	1001.5569
60.274414	5.0170002	1001.8785
60.374023	5.0272627	1001.8116
60.473633	5.0335655	1001.0753
60.573242	5.0433111	1001.7009
60.672852	5.0500669	1001.7923
60.772461	5.0580258	1001.9544
60.87207	5.0661688	1001.4994
60.97168	5.0754261	1001.5676
61.071289	5.0832491	1001.6619
61.170898	5.0918145	1001.7825
61.270508	5.0998325	1001.94
61.370117	5.1081972	1001.636
61.469727	5.1164103	1001.7587
61.569336	5.1238346	1001.96
61.668945	5.1329899	1001.9708
61.768555	5.1420488	1001.8096
61.868164	5.1501951	1001.4711
61.967773	5.1582313	1001.9211
62.067383	5.1668377	1002.3192
62.166992	5.1755815	1002.1982
62.266602	5.1824479	1002.0932
62.366211	5.1914887	1002.183
62.46582	5.2005796	1002.1644
62.56543	5.2091146	1001.9771
62.665039	5.2182016	1002.1005
62.764648	5.2259893	1002.1573
62.864258	5.2343578	1002.4965
62.963867	5.2415228	1002.2763
63.063477	5.25068	1001.681
63.163086	5.2587266	1002.0652
63.262695	5.2675619	1001.8438
63.362305	5.2741709	1002.4569
63.461914	5.2840414	1002.4673
63.561523	5.2906933	1002.5537
63.661133	5.3013144	1002.2661
63.760742	5.3072171	1001.8676
63.860352	5.3171735	1002.0804
63.959961	5.32446	1002.2595
64.05957	5.3328376	1002.0627
64.15918	5.3416014	1002.2394
64.258789	5.349793	1002.3218
64.358398	5.3584652	1002.1
64.458008	5.3656931	1001.8561
64.557617	5.3752937	1002.2183
64.657227	5.3817396	1002.291
64.756836	5.390192	1002.2013
64.856445	5.3999038	1002.4707
64.956055	5.4077873	1002.5519
65.055664	5.4147525	1002.2069
65.155273	5.4244032	1002.7386
65.254883	5.4327803	1001.7644
65.354492	5.4401903	1001.8778
65.454102	5.4486609	1002.4041
65.553711	5.4568934	1002.2062
65.65332	5.4656644	1002.3069
65.75293	5.4739523	1002.3582
65.852539	5.4807758	1002.6413
65.952148	5.4906788	1002.1406
66.051758	5.4997015	1002.5776
66.151367	5.507637	1002.3109
66.250977	5.5173397	1002.338
66.350586	5.5254488	1002.7014
66.450195	5.5339375	1002.5747
66.549805	5.5415511	1002.6145
66.649414	5.5501947	1002.2366
66.749023	5.5580072	1002.5797
66.848633	5.5672607	1002.3007
66.948242	5.5754471	1002.4222
67.047852	5.5837317	1002.1825
67.147461	5.5917621	1002.2966
67.24707	5.5999427	1002.3949
67.34668	5.608717	1002.2435
67.446289	5.6154461	1002.3499
67.545898	5.6252985	1002.1186
67.645508	5.6338587	1002.1791
67.745117	5.639956	1002.3825
67.844727	5.6499071	1002.4188
67.944336	5.657496	1002.1943
68.043945	5.6650867	1002.5892
68.143555	5.6722426	1002.9004
68.243164	5.6811886	1003.0883
68.342773	5.6899414	1001.8339
68.442383	5.6990986	1002.7132
68.541992	5.7064176	1002.4434
68.641602	5.7149668	1002.4439
68.741211	5.7226429	1002.6535
68.84082	5.7309346	1002.5129
68.94043	5.7383928	1002.1526
69.040039	5.7473211	1002.581
69.139648	5.7552156	1002.3046
69.239258	5.7644801	1002.6431
69.338867	5.7725625	1002.4842
69.438477	5.7815747	1002.5718
69.538086	5.7888989	1002.3939
69.637695	5.7985601	1002.188
69.737305	5.8053966	1002.4006
69.836914	5.813148	1002.4005
69.936523	5.8229113	1002.3354
70.036133	5.8311276	1002.2074
70.135742	5.8385091	1002.5565
70.235352	5.8466525	1002.177
70.334961	5.855216	1002.4268
70.43457	5.8629603	1002.681
70.53418	5.8715162	1002.4031
70.633789	5.8788514	1002.1653
70.733398	5.888917	1002.4138
70.833008	5.8945045	1002.179
70.932617	5.9033542	1002.411
71.032227	5.9118981	1002.3903
71.131836	5.9207244	1002.9212
71.231445	5.9272294	1003.1703
71.331055	5.9343247	1002.4314
71.430664	5.9447532	1003.0469
71.530273	5.9548025	1002.5734
71.629883	5.9624953	1002.6006
71.729492	5.970994	1002.5157
71.829102	5.978898	1002.4115
71.928711	5.9885216	1002.6419
72.02832	5.9954453	1002.364
72.12793	6.003408	1002.6924
72.227539	6.0124183	1002.9155
72.327148	6.0208011	1002.444
72.426758	6.0295448	1002.4985
72.526367	6.0368996	1002.4904
72.625977	6.0442185	1002.7424
72.725586	6.0545664	1002.7044
72.825195	6.062479	1003.1842
72.924805	6.0718451	1002.3421
73.024414	6.0799189	1002.595
73.124023	6.0884695	1002.6448
73.223633	6.0957384	1002.4086
73.323242	6.1042123	1002.3868
73.422852	6.1120481	1002.5947
73.522461	6.1204772	1002.5837
73.62207	6.1297202	1002.6822
73.72168	6.1396174	1002.4517
73.821289	6.1447744	1002.6613
73.920898	6.1545558	1002.6454
74.020508	6.1621962	1002.674
74.120117	6.1699963	1002.4913
74.219727	6.1785545	1002.1826
74.319336	6.1863704	1002.4153
74.418945	6.1945992	1002.0491
74.518555	6.2047005	1002.6105
74.618164	6.211422	1002.5785
