MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.01172	s	10/19/2023 3:16:12 PM
Time	Ch 1 LVDT	Ch 1 Force
s	mm	N
56.588867	4.7321711	2188.2808
56.688477	4.7393184	2188.3906
56.788086	4.7476101	2188.9646
56.887695	4.757021	2190.9719
56.987305	4.76478	2191.4827
57.086914	4.7738066	2191.7454
57.186523	4.7831655	2192.7603
57.286133	4.7896776	2193.1423
57.385742	4.7993321	2193.9458
57.485352	4.8072462	2193.6726
57.584961	4.8164606	2193.5166
57.68457	4.824173	2194.9761
57.78418	4.8329668	2195.6553
57.883789	4.83951	2194.9326
57.983398	4.8471699	2195.9058
58.083008	4.8560052	2196.2498
58.182617	4.863687	2196.582
58.282227	4.8714476	2197.3894
58.381836	4.8783069	2199.002
58.481445	4.8866487	2199.3516
58.581055	4.8956056	2199.1938
58.680664	4.9035091	2200.1025
58.780273	4.9116468	2200.9519
58.879883	4.9194593	2200.6296
58.979492	4.9280171	2202.2878
59.079102	4.9360709	2204.4595
59.178711	4.945085	2206.1931
59.27832	4.953568	2206.4294
59.37793	4.9625211	2206.6582
59.477539	4.97158	2207.5876
59.577148	4.9797912	2208.137
59.676758	4.9887838	2208.2063
59.776367	4.9993086	2208.8713
59.875977	5.0083046	2209.0332
59.975586	5.0149493	2209.7441
60.075195	5.024271	2210.5203
60.174805	5.0334549	2209.7507
60.274414	5.0409651	2210.2041
60.374023	5.0487971	2211.0435
60.473633	5.0576754	2212.7461
60.573242	5.0667181	2213.0315
60.672852	5.0761271	2212.8682
60.772461	5.0845852	2213.8557
60.87207	5.0903177	2211.8687
60.97168	5.0982928	2213.6917
61.071289	5.1076088	2215.0088
61.170898	5.1151333	2215.5137
61.270508	5.1235466	2215.9104
61.370117	5.1321421	2217.4658
61.469727	5.1382542	2216.5388
61.569336	5.1483126	2217.3672
61.668945	5.1568742	2217.762
61.768555	5.1642199	2218.4707
61.868164	5.1736183	2219.1306
61.967773	5.1816988	2219.8486
62.067383	5.1885705	2220.2883
62.166992	5.1966028	2221.0117
62.266602	5.2053504	2220.864
62.366211	5.2128944	2222.1138
62.46582	5.2211094	2222.1558
62.56543	5.2310104	2223.4185
62.665039	5.2363534	2223.5847
62.764648	5.2470016	2223.9211
62.864258	5.2537303	2224.1262
62.963867	5.261961	2224.915
63.063477	5.2711878	2225.9021
63.163086	5.278811	2226.2371
63.262695	5.2870884	2227.4407
63.362305	5.2943139	2228.4441
63.461914	5.3034391	2228.7524
63.561523	5.31285	2229.0266
63.661133	5.3198915	2229.2354
63.760742	5.3290682	2230.2251
63.860352	5.3382072	2230.7068
63.959961	5.3464756	2230.6443
64.05957	5.3545046	2230.9956
64.15918	5.3642893	2231.6899
64.258789	5.3705158	2231.9124
64.358398	5.3805881	2232.5361
64.458008	5.3869987	2233.9131
64.557617	5.3960714	2233.9048
64.657227	5.4039288	2234.751
64.756836	5.4129248	2235.551
64.856445	5.4215202	2235.6707
64.956055	5.4298549	2236.3962
65.055664	5.4387207	2236.5918
65.155273	5.4458752	2236.0759
65.254883	5.4537125	2236.8828
65.354492	5.4613886	2237.0955
65.454102	5.4687738	2237.4241
65.553711	5.4789286	2240.0098
65.65332	5.4856644	2239.9707
65.75293	5.4950933	2240.2271
65.852539	5.5031276	2241.5313
65.952148	5.5118966	2242.05
66.051758	5.5208569	2242.3843
66.151367	5.5282993	2242.4919
66.250977	5.5368519	2242.5703
66.350586	5.5451989	2243.9524
66.450195	5.5527358	2244.4233
66.549805	5.5646877	2245.8037
66.649414	5.5725484	2245.9475
66.749023	5.5805254	2246.9683
66.848633	5.5884666	2246.062
66.948242	5.5967546	2245.8784
67.047852	5.6049767	2247.5737
67.147461	5.6122932	2247.3892
67.24707	5.6217008	2247.7236
67.34668	5.6300192	2248.4614
67.446289	5.6389761	2248.6677
67.545898	5.6480064	2248.8801
67.645508	5.6532454	2249.1514
67.745117	5.6630125	2249.3779
67.844727	5.6710963	2249.377
67.944336	5.6792612	2251.0361
68.043945	5.6874952	2251.644
68.143555	5.6956763	2252.0283
68.243164	5.7033868	2252.3696
68.342773	5.7123775	2252.8223
68.442383	5.7201471	2253.5645
68.541992	5.7289429	2254.2651
